0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -1, "major"
1, 0, Tempo, 500000
1, 0, MIDI_port, 0
1, 1920, Marker_t, "Poly No Legato"
1, 7680, Marker_t, "MonoLegato"
1, 13440, Marker_t, "Poly No Legato"
1, 29280, End_track
2, 0, Start_track
2, 0, Program_c, 0, 66
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 91, 0
2, 0, Control_c, 0, 93, 0
2, 1920, Note_on_c, 0, 48, 100
2, 2400, Note_on_c, 0, 48, 0
2, 2400, Note_on_c, 0, 50, 100
2, 2880, Note_on_c, 0, 50, 0
2, 2880, Note_on_c, 0, 52, 100
2, 3360, Note_on_c, 0, 52, 0
2, 3360, Note_on_c, 0, 53, 100
2, 3840, Note_on_c, 0, 53, 0
2, 3840, Note_on_c, 0, 55, 100
2, 4320, Note_on_c, 0, 55, 0
2, 4320, Note_on_c, 0, 53, 100
2, 4800, Note_on_c, 0, 53, 0
2, 4800, Note_on_c, 0, 52, 100
2, 5280, Note_on_c, 0, 52, 0
2, 5280, Note_on_c, 0, 50, 100
2, 5760, Note_on_c, 0, 50, 0
2, 5760, Note_on_c, 0, 48, 100
2, 6240, Note_on_c, 0, 48, 0
2, 7120, Control_c, 0, 126, 0
2, 7140, Control_c, 0, 5, 0
2, 7160, Control_c, 0, 65, 127
2, 7680, Note_on_c, 0, 48, 100
2, 8160, Note_on_c, 0, 50, 100
2, 8161, Note_on_c, 0, 48, 0
2, 8640, Note_on_c, 0, 52, 100
2, 8641, Note_on_c, 0, 50, 0
2, 9120, Note_on_c, 0, 53, 100
2, 9121, Note_on_c, 0, 52, 0
2, 9600, Note_on_c, 0, 55, 100
2, 9601, Note_on_c, 0, 53, 0
2, 10080, Note_on_c, 0, 53, 100
2, 10081, Note_on_c, 0, 55, 0
2, 10560, Note_on_c, 0, 52, 100
2, 10561, Note_on_c, 0, 53, 0
2, 11040, Note_on_c, 0, 50, 100
2, 11041, Note_on_c, 0, 52, 0
2, 11520, Note_on_c, 0, 48, 100
2, 11521, Note_on_c, 0, 50, 0
2, 12001, Note_on_c, 0, 48, 0
2, 12002, End_track
0, 0, End_of_file
